"ITEM","CATEGORY","AVAILABLE","PRICE","STATUS","PRODUCER","TITLE SPANISH","UNIT QUANTITY","UNIT","SCHEDULES","SEASON","IS CREDIT","PACK SEPARATELY","PACKING TYPE","MAX PER MEMBER","IMAGE URL","DESCRIPTION","LINK","WEIGHT"
"Ginger Carrot Cracker (sm.)","Honu's Hearth","498","3.29","Draft","Honu's Hearth","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-Z6NuS60j6cQ/UgJ3pW49x1I/AAAAAAAAAe0/3MCKxyOWkTw/w126-h105-no/photo.jpg","Wholesome bursts of nutrient-dense flavor are locked in by heating under 115 degrees. A good source of dietary fiber (not a low fat food) and Vitamin C, Honu’s Hearth Crackers are dehydrated, not baked. Packed with beneficial nutrients and enzymes, experience the extraordinary chi!

- Naturally Gluten Free Ingredients
- Wheat Free
- Soy Free
- 100% Raw Vegan",,"Light"
"Lifeforce Juice | Carrot Cake","Drinks","100","8.99","Published","Lifeforce Juice","","1","Item",,"","false","false",,"10","http://lifeforcejuice.com/wp-content/uploads/2013/02/carrot-cake-1.jpg","Carrot Cake fans... if you like the real thing, you'll love the smooth, healthier version.

Ingredients: Homemade Vanilla Almond Milk, Carrot Juice, Carrot, Banana, Ginger, Spices.",,"Light"
"Fish","","97","10","Draft","Something GUD","","1","filet",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Swissbakers | Leckerli","Swissbakers","1000","6.75","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Leckerli-2.jpg","Traditional Swiss honey cookie, a specialty from Basel. We have to warn you: you’ll get hooked! It’s 40% honey, so it would keep forever, except it gets eaten too quickly! Also available dipped in semi-sweet chocolate.",,"Light"
"Effie's Homemade | Semolina Crackers - Roasted Garlic & Coriander","Snacks + Sweets","21","5.99","Published","Effie's Homemade","","1","Item",,"","false","false",,"10","http://www.effieshomemade.com/sites/default/files/imagecache/product_image/Cracker_Garlic.jpg","Coarse semolina gives these crackers their wonderful crispy texture and nuttiness.  Add to that extra virgin olive oil & sea salt and you have the base for Effie’s Semolina Crackers…with real flavor in every bite. 

Our Roasted Garlic & Coriander Seed Crackers balance subtle roasted garlic with bright, lemon-y coriander. Try with tapenades, bold cheeses and cured meats.

PAIRINGS:
• Sharp or dry-aged cheeses such as cheddar or parmesan
• Cured meats
• Mediterranean-flavored dips and spreads

",,"Light"
"Grass Fed Beef - Patties","Meat & Fish","500","15","Draft","Grass Roots Farm","","1","lbs",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Lifeforce Juice | Greenya Coolada","Drinks","997","8.99","Published","Lifeforce Juice","","1","Item",,"","false","false",,"10","http://lifeforcejuice.com/wp-content/uploads/2012/12/banana_pineapple_spinach.jpg","Sweet, green and tropical. Greenya Colada gives you a massive dose of green veggies balanced perfectly with the cleansing sweetness of pineapple, and a faint but nourishing finish of coconut.

Ingredients: Pineapple, Banana, Dark Greens (Seasonally available, often Swiss Chard or Kale), and Coconut. 100 percent organic.",,"Light"
"Daniele | Pre-Sliced | Prosciutto","Daniele","9999","6.99","Published","Daniele, Inc.","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-fC-w6hJplB6F5Rl0WjUZyFSxoX71aFTxnwfzTWks2c=w423-h357-no","Locally raised and made, incredible!",,"Light"
"Lifeforce Juice | Lala Berry","Drinks","994","8.99","Published","Lifeforce Juice","","1","Item",,"","false","false",,"10","http://lifeforcejuice.com/wp-content/uploads/2013/01/lalaberry.jpg","Refresh your cellular health with antioxidant rich, deeply colored berries, and the sustaining power of our favorite protein and homemade almond milk.

Ingredients: Banana, strawberry, blueberry, and homemade almond milk. 100 percent organic.",,"Light"
"Swiss Challah","Swissbakers","500","6","Draft","Swissbakers","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Traditional braided egg bread",,"Light"
"Naragansett Creamery | Angelito Jalapeno","Cheese","0","5.5","Out of Stock","Naragansett Creamery","","1","Item",,"","false","false",,"10","http://greenegrape.files.wordpress.com/2010/10/narangansett.gif","Our cloud-like cream cheese mixed with fiery jalapeños. Use in dips, or enjoy it right out of the container with tortilla chips.",,"Light"
"Milk (Reduced Fat)","Dairy & Eggs","500","4.5","Draft","Shaw Farm","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Shaw Farm milk is pasteurized in a low-temperature (146°) vat pasteurizer, held at this temperature for 30 minutes and then cooled to 40 degrees, or lower, before it is bottled, in order to protect the flavor. This is different from the large industry standard of High Temperature/Short Time (HTST) or Ultra-High Temperature (UHT) pasteurization.

While the vat pasteurization process is slower, Shaw Farm feels it is worth it to their customers to take the extra time to preserve the rich old-fashioned flavor and increased health benefits.",,"Light"
"Specialty 3-Pack","Pantry Staples","50","28","Draft","Alex's UGLY Sauce","","3","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-zktod6sakpc/Ukjlpm89xgI/AAAAAAAAAvA/IemMaxHEWhc/w640-h480-no/ugly+sauce.jpg","Alex's Ugly Sauce has gathered our 3 hottest sauces in the Specialty Pack; a bottle each of Original, Dragon and Habanero. What more could a hot sauce enthusiast ask for? Make someone you love smile (and sweat) with this spicy collection.",,"Light"
"Pretzel Longstix","Swissbakers","500","2","Draft","Swissbakers","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","Topped with pretzel salt",,"Light"
"Zucchini & Caramelized Onion Ravioli","Pasta","500","11","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-d-0Plr69o8s/Uf_51Yf4nhI/AAAAAAAAAW4/KanHtbDZ2OA/w140-h105-no/photo.jpg","Fresh pasta sourced from local ingredients.",,"Light"
"Naragansett Creamery | Queso Blanco","Cheese","10000","4.5","Published","Naragansett Creamery","","1","Item",,"","false","false",,"10","http://greenegrape.files.wordpress.com/2010/10/narangansett.gif","Queso Blanco: A version of farmers’ cheese, our Queso Blanco is clean, crisp and full of bouncy texture. Baste it in olive oil then out it on the grill or under the broiler.  It gets soft and crispy but doesn't melt.",,"Light"
"Red's Best | Scallops","Meats","991","19.95","Published","Red's Best","","12","oz",,"","false","false",,"10","https://lh5.googleusercontent.com/--X1Hz1u4K4A/UhJr4kax3cI/AAAAAAAAAUE/z-JpPTIGtQ4/w205-h140-no/Screen+Shot+2013-08-19+at+3.02.35+PM.png","Red's Best sea scallops are always dayboat and always dry packed.  (Most of the scallops on the market are ""dipped"" in tripolyphosphate to gain water weight - not theirs).  Red's scallops are offloaded in Plymouth and Chatham.

Your scallops will arrive in a tamper evident package with a QR coded label.
",,"Light"
"Life Force | Vibrant Green","Drinks","997","8.99","Published","Lifeforce Juice","","1","Item",,"","false","false",,"10","http://lifeforcejuice.com/wp-content/uploads/2012/11/green_juice.jpg","Energize your day with a juice of dark leafy greens.
Get all your daily veggies in a glass!

Ingredients:Swiss Chard, Cucumber, Celery, Apple. 100 percent organic.",,"Light"
"Daniele | Chubbs | Uncured Sopressata","Daniele","10000","5.99","Published","Daniele, Inc.","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/C1fHrVveGka3tZilPSK70Jjbzt5qkRhrKpFCjektAlg=w637-h560-no","Coarsely ground premium pork & locally sourced! 4 oz. per item.",,"Light"
"Lilac Hedge Farm | BBQ Beef Sticks","Meats","99","7.99","Published","Lilac Hedge Farm","","4","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-DgdZy3MOG0Y/UtX-wl0yD7I/AAAAAAAAAeo/5HogFk35vR4/w414-h181-no/e505ca_de2c60054d7cadac9e25089175855d72.png_srz_459_201_75_22_0.50_1.20_0+%25281%2529.jpg","",,"Light"
"Breakfast GUDs","","100","3","Draft","Something GUD","","0","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Providence Granola Project | Beautiful Bar","Snacks + Sweets","984","3","Published","Something GUD","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/p31L82j6XEUL2Tf3ENn5eb2kIeI__9K3lLIGA7j67Js=w432-h327-no","Like their granola, this bar is all natural and mostly organic. It has no GMO's and is sourced with local honey and cape cod cranberries. We are especially proud that this bar is gluten free. Most importantly we are excited about the potentiall of this bar to expand job training opportunities for refugees.

Check out their recently completed indiegogo campaign here (it's really cool!): http://www.indiegogo.com/projects/a-beautiful-bar-a-fantastic-mission",,"Light"
"Casco Bay Buttery | Truffle","Pantry Staples","10000","7.99","Published","Casco Bay Buttery Co.","","1","Item",,"","false","false",,"10","http://www.cascobaybutter.com/wp-content/uploads/simpleecommcart/digitalproduct/Truffle_rs.jpg","Made with black truffles and white truffle oil. Great on everything from eggs to pasta, to potatoes and everything in between. If you enjoy truffles you will love this butter.",,"Light"
"Sparkling Half & Half","Spindrift","499","2.5","Draft","Spindrift","","12","ounce",,"","false","false",,"10","https://lh4.googleusercontent.com/-MwKoHT3M1Ow/UgAD8S_KY8I/AAAAAAAAAY0/FMKdgz4WCqs/w61-h105-no/photo.jpg","Made with brewed tea & 1/4 of a fresh squeezed lemon.",,"Light"
"Greek Yogurt (Reduced Fat)","Dairy & Eggs","500","4","Draft","Sophia's Greek Pantry","","1","pint",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","The Best Greek Yogurt (Reduced Fat)

Try it with Cook's Homemade Granola ;)",,"Light"
"Croissant - Plain","Iggy's","491","3","Draft","Iggy's Bread","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","",,"Light"
"Lemon Juice","Daniele","499","9","Draft","Motherjuice","","1","jar",,"","false","false",,"10","https://lh5.googleusercontent.com/-nU0RbG2eSyo/UectORtRjNI/AAAAAAAAAO8/lHaiM2fWREg/w205-h140-no/Screen+Shot+2013-07-17+at+7.45.51+PM.png","A lemon based juice blend fused with seasonal fruits, veggies and greens.",,"Light"
"Fiore | String Cheese","Cheese","481","7.5","Published","Fiore di Nonno","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/da2XVQnmRcA21g5icNf6pvCBV9v3tDTGABHzGt_pAVU=w234-h176-no","Served at the 2008 James Beard Awards reception by Ana Sortun of Oleana restaurant in Cambridge, Mass.

String cheese is made using fresh mozzarella that has been stretched and braided to remove some of the moisture, leaving the same fresh taste with a stringy texture. Salt and black nigella seeds complete the distinctive flavor.",,"Light"
"A Barndance","Robinson Farm","500","12.5","Draft","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-gUFALXwOXtA/Uecel8PCVWI/AAAAAAAAANM/CCz5Fm9tmmc/w205-h140-no/cheese1.jpg","ACS Winner 2012  ** 2011 Gold Medal

A hard Alpine style cheese; subtle, yet with significant presence, fruity and nutty. An excellent melting cheese. Aged 8-12 months. ",,"Light"
"Maine Grains | Cracked Oats","Pantry Staples","5","9.29","Published","Something GUD","","4","lbs",,"","false","false",,"10","https://lh5.googleusercontent.com/b__R2Peniue4kcejEEyQraoBWSRGY4OyvHtZrEPdSCI=s432-no","",,"Light"
"Daniele | Pre-Sliced | Uncured Pancetta","Daniele","0","4.99","Out of Stock","Daniele, Inc.","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/t3zZARGb181EJgqDt3RvjNxViirSMmEKoB5nhhu1uyU=w590-h560-no","Seasoned with wine and peppercorns.",,"Light"
"Valicenti Organico | Golden Gravy","Pantry Staples","10000","9.99","Published","Valicenti Organico","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/4m8xW4l7Rt6NWvdmA1-Wcd-xIBDCUx5-26Ex4YP79Ys=w369-h324-no","Valicenti Organio's Golden Gravy Butternut Squash & Parmigiano Sauce is sublime!",,"Light"
"Two Guys in VT | Hearty Curried Apple Butternut Squash","Pantry Staples","10000","5","Published","Two Guys in Vermont","","1","Item",,"","false","false",,"10","http://twoguysinvermont.com/wp-content/uploads/2011/04/soups-2-900x698.png","Vegan-friendly, Gluten-free

Our Hearty Curried Apple Butternut Squash recipe merges fresh, natural sweet flavors of apple and butternut squash with intervals of sour, with a madras curry spice chaser! It has a hearty crisp texture—and is low in sodium, is a good source of fiber and is rich in Vitamin A and C.
This is not your traditional silky puréed butternut squash soup recipe (which is certainly yummy when the mood strikes!). Our Hearty Curried Apple Butternut Squash recipe pushes traditional soup-aisle norms. Our soup’s heartier consistency combines sautéed, simmered and puréed tender morsels of fruits and vegetables with each spoonful. We’ve heard words such as ""delicious,"" ""pleasantly satisfying,"" ""surprisingly different"" and ""unique"" used to describe our Hearty Curried Apple Butternut Squash. It’s an amazing fusion of flavors having a party in your mouth!",,"Light"
"Rhody Fresh | Butter (Salted)","Pantry Staples","9996","4.99","Published","Something GUD","","1","Item",,"","false","false",,"10","http://www.rhodyfresh.com/images/product_imgs/butter_pg_butter.jpg","Rhody Fresh continues the tradition of butter-making in Rhode Island by adding this fresh butter to their product line. Perfect for your favorite recipes. Know that your purchase supports RI Dairy farmers, the local economy and the preservation of open space.

We tend to agree with their motto ....

NOTHING'S FRESH THAN LOCAL!",,"Light"
"Sage Pickle Cracker (sm.)","Honu's Hearth","498","3.29","Draft","Honu's Hearth","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-k-9ToAcG9Pw/UgJ4jVYC8dI/AAAAAAAAAfU/zkaZJI7AikI/w129-h105-no/photo.jpg","Wholesome bursts of nutrient-dense flavor are locked in by heating under 115 degrees. A good source of dietary fiber (not a low fat food) and Vitamin C, Honu’s Hearth Crackers are dehydrated, not baked. Packed with beneficial nutrients and enzymes, experience the extraordinary chi!

- Naturally Gluten Free Ingredients
- Wheat Free
- Soy Free
- 100% Raw Vegan",,"Light"
"Swissbakers | Berliner | Fruit","Swissbakers","997","2.15","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://swissbakers.com/sb/wp-content/uploads/2013/06/rasberryberliner1-e1371658098988.jpg","",,"Light"
"Pastured Pork - Sausage Ground","Meat & Fish","500","12.5","Draft","Grass Roots Farm","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Swissbakers | Pretzel Croissant","Swissbakers","1000","2","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Pretzel-Croissant-2.jpg","Kick off your day with a flaky, buttery pretzel croissant. We take our butter croissant dough and treat it just like a pretzel for a unique twist.",,"Light"
"Swissbakers | Zopfli","Swissbakers","1000","11.7","Published","Swissbakers","","6","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Zopfli-2.jpg","The zopf’s baby brother, zopfli means ""little braid"" in Swiss. It’s a soft bread great for sandwiches or snacks.",,"Light"
"Grass Roots Farm - Ground Beef","Meats","489","11.95","Draft","Grass Roots Farm","","1","lbs",,"","false","false",,"10","https://lh3.googleusercontent.com/-M7WOAAYJTdM/Ufw1fPI2NQI/AAAAAAAABEM/ur1_nkOMDak/w205-h206-no/photo.jpg","Wonderful grass fed ground beef from Grass Roots Farm",,"Light"
"Potato, Leek & Roasted Garlic","Pasta","10","10.5","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-2QXogCL371k/Ug1QTBORrsI/AAAAAAAAAmM/XYK1wpF426o/w140-h105-no/photo.jpg","Nothing says comfort food like a pillowy potato ravioli. We took this hearty, tried-andtrue classic and enhanced the pierogi-inspired filling with caramelized leeks and nutty, roasted garlic puree to create an irresistible mouthful—sure to keep you and your taste buds content. And did we mention every bite is full of energy-boosting vitamins andminerals? Mmmm…",,"Light"
"Naragansett Creamery | Atwell's Gold","Cheese","15","8","Published","Naragansett Creamery","","1","Item",,"","false","false",,"10","http://greenegrape.files.wordpress.com/2010/10/narangansett.gif","Atwells Gold: Italian-style cheese, aged 10-12 months.  This versatile cheese is sliceable, meltable, and snackable. It is our flagship cheese and we think you'll love it.",,"Light"
"Smoked Mozzarella, White Bean & Sage","Pasta","9","10.5","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-2QXogCL371k/Ug1QTBORrsI/AAAAAAAAAmM/XYK1wpF426o/w140-h105-no/photo.jpg","",,"Light"
"Breakfast Cereal","","100","8","Draft","Something GUD","","1","box",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Vanilla","Snacks + Sweets","499","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-3vi5AmVYw6c/Uf2R6GXtmSI/AAAAAAAAARY/T695wwhNvdc/w110-h97-no/Vanilla_110x97.png","Whole organic bourbon vanilla pods from Villa Vanilla Spice Plantation in Costa Rica are ground together with single-origin Dominican cacao in vintage Oaxacan stone mills to make this sweet, fragrant chocolate. Stone grinding preserves the bright flavors of Taza's premium ingredients and leaves an addictive rustic textures in the finished discs.

50% Dark Chocolate. Ingredients: organic cacao beans, organic cane sugar, and organic vanilla bean. May contain traces of tree nuts and/or peanuts. ",,"Light"
"Bread","","100","6","Draft","Something GUD","","1","loaf",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","",,"Light"
"Grass Roots Farm - Pork Chop","Meats","498","13","Draft","Grass Roots Farm","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-M7WOAAYJTdM/Ufw1fPI2NQI/AAAAAAAABEM/ur1_nkOMDak/w205-h206-no/photo.jpg","Grass Roots Farm | Pastured Pork | Pork Chop",,"Light"
"Taza | 80% Stone Ground Dark Chocolate Bar","Snacks + Sweets","11","7.5","Published","Taza Chocolate","","1","Item",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/80_387x3421.png","The boldest of our single origin Dominican bars, with just a hint of sweetness. We gently roast organic beans to highlight their complex, winey flavors. Stone refining yields a subtle rustic texture, and a touch of biodynamic vanilla bean rounds out the intense cacao flavor. 100% USDA certified organic.

Ingredients: 80% Dark Chocolate (Organic cacao beans, organic cane sugar, organic cocoa butter, organic vanilla beans). May contain traces of tree nuts and/or peanuts.",,"Light"
"g. Chocolate Covered Nuts and Nibs","Snacks + Sweets","49","55.5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","http://www.tazachocolate.com/graphics/userUploads/products/nandn342x387.png","An elegant cigar-style gift box chock full of our addictively delicious chocolate covered treats. We tumble freshly roasted batches of almonds, hazelnuts, cashews, and cacao nibs in hand-hammered copper pans while warm chocolate is drizzled over them. Contains four 8 oz. cans (one of each treat).

The Chocolate Covered Nuts and Nibs : 1 8 oz. can Chocolate Covered Almonds, 1 8 oz. can Chocolate Covered Cashews, 1.8oz. can Chocolate Covered Hazelnuts, 1 8 oz. can Chocolate Covered Cacao Nibs.  Contains tree nuts and may contain traces of peanuts..",,"Light"
"Alex's Ugly | Dragon","Pantry Staples","10000","8.75","Published","Alex's UGLY Sauce","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/QndJEfw6xWo-pfEivFeaIazQoRoOIxwcMoIaKpl2jXQ=w153-h90-no","DRAGON

Dragons are tricky things to handle, as you undoubtedly know if you've ever tried to wrangle one. We managed to get our hands on a bunch, though, and the result is Alex's Ugly Sauce Dragon blend! Our Dragon sauce uses a combination of Thai Dragon and Habanero peppers to create a distinctive bright, fruity heat with a sweet finish.",,"Light"
"All Original 3-Pack","Pantry Staples","50","28","Draft","Alex's UGLY Sauce","","3","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-zktod6sakpc/Ukjlpm89xgI/AAAAAAAAAvA/IemMaxHEWhc/w640-h480-no/ugly+sauce.jpg","All Original 3-Pack
Tried and true and super-tasty! This box has 3 5oz. bottles of Original Alex's Ugly Sauce, and really, is there anything else which you would ever need (except more Alex's Ugly Sauce when you finish these)?
",,"Light"
"Fiore | Fig Burrata","Cheese","481","7.5","Published","Fiore di Nonno","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/da2XVQnmRcA21g5icNf6pvCBV9v3tDTGABHzGt_pAVU=w234-h176-no","Finalist in the Gallo Family Vineyards Gold Medal Awards.

Fiore di Nonno's Fig Burrata is filled with Italian mascarpone, a dab of creamy Greek yogurt, and sweet Turkish fig jam. Serve this burrata for dessert with a drizzle of reduced balsamic vinegar.",,"Light"
"Swissbakers | Energy Roll","Swissbakers","997","8.1","Published","Swissbakers","","6","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Energy-Roll-2.jpg","Like a Power Bar, but made of real food! Chewy and tasty, the EnergyRoll is sure to keep you running well into lunchtime!",,"Light"
"Swissbakers | Pretzel Baguette","Swissbakers","997","2.5","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://cdn3.volusion.com/bngnk.svagu/v/vspfiles/photos/Pretzel-Baguette-2.jpg","Simplicity is key with this soft, flavorful bread.",,"Light"
"Nella Pasta | Kale & Currant","Pasta","24","11","Published","Nella Pasta","","1","Item",,"","false","false",,"10","https://lh4.googleusercontent.com/-032q2GdTNKA/UksJ0Fz6dVI/AAAAAAAAAwY/2bvrrg4mbi8/w640-h551-no/nella+1.png","",,"Light"
"Robinson Farm | A Barndance","Cheese","94","10.95","Published","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/MSaIe4Q0ReR4PUR0OxVsI3nFNXn-dBHcmenvNxrWB6s=w220-h219-no","A Barndance* ACS Winner 2012  ** 2011 Gold Medal

A hard Alpine style cheese; subtle, yet with significant presence, fruity and nutty. An excellent melting cheese.

",,"Light"
"Raspberry Lime Seltzer","Spindrift","498","2","Draft","Spindrift","","12","ounce",,"","false","false",,"10","https://lh5.googleusercontent.com/-tcZeffrXmZs/UgADP3F71yI/AAAAAAAAAYQ/uR1Pxekv4tY/w120-h105-no/photo.jpg","Sparkling water with raspberries & fresh squeezed lime juice.",,"Light"
"Naragansett Creamery | Olive Treasure","Cheese","7","5.75","Published","Naragansett Creamery","","1","Item",,"","false","false",,"10","http://greenegrape.files.wordpress.com/2010/10/narangansett.gif","A Mediterrean-style spread made with our Salty Sea Feta, Kalamata olives, oregano, garlic and olive oil. A favorite by itself on crackers, or used on bruschetta or your favorite sandwich. Add a little olive oil and toss with your favorite pasta for a unique treat.
close",,"Light"
"Fiore | Mascarpone Burrata","Cheese","493","7.5","Published","Fiore di Nonno","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/da2XVQnmRcA21g5icNf6pvCBV9v3tDTGABHzGt_pAVU=w234-h176-no","Served at the 2009 James Beard Awards reception by Jody Adams of Rialto restaurant in Cambridge, Mass.

An adaptation of the classic Pugliese stuffed mozzarella, Fiore di Nonno's Mascarpone Burrata is filled with Italian mascarpone cheese and a dab of creamy Greek yogurt. Mascarpone lends a buttery flavor, while Greek yogurt adds a bit of tang to complement the surrounding fresh mozzarella shell.

Serve it with smoked trout, saltine crackers and bread and butter pickles, or simply serve it with citrus fruits as a finale to a wonderful meal.",,"Light"
"Beef Shank","Grass Roots Farm","500","12","Draft","Grass Roots Farm","","0.5","lbs",,"","false","false",,"10","https://lh3.googleusercontent.com/-ub7EDAGvGLg/Ufw1ELFghWI/AAAAAAAAAI4/sppUyWsmj54/w140-h141-no/photo.jpg","Grass Roots Farm | Grass Fed Beef | Beef Shank",,"Light"
"Grilled Balsamic Eggplant & White Bean Ravioli","Pasta","500","11","Draft","Nella Pasta","","1","box",,"","false","false",,"10","https://lh5.googleusercontent.com/-d-0Plr69o8s/Uf_51Yf4nhI/AAAAAAAAAW4/KanHtbDZ2OA/w140-h105-no/photo.jpg","Fresh pasta ravioli sourced from local ingredients.",,"Light"
"Iggy's | Bagels | Plain","Iggy's","997","3.99","Published","Iggy's Bread","","4","Item",,"","false","false",,"10","https://lh5.googleusercontent.com/-zIgYGa_0occ/UouNr9QIkgI/AAAAAAAAAF8/nLf_LNYFiGM/w567-h560-no/iglogoround.jpg","4 Bagels / $3.99",,"Light"
"London Broil","Grass Roots Farm","498","15","Draft","Grass Roots Farm","","0.75","lbs",,"","false","false",,"10","https://lh3.googleusercontent.com/-ub7EDAGvGLg/Ufw1ELFghWI/AAAAAAAAAI4/sppUyWsmj54/w140-h141-no/photo.jpg","Grass Roots Farm | Grass Fed Beef | London Broil",,"Light"
"Robinson Family Swiss","Robinson Farm","500","13","Draft","Robinson Farm","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-gUFALXwOXtA/Uecel8PCVWI/AAAAAAAAANM/CCz5Fm9tmmc/w205-h140-no/cheese1.jpg","2011 Gold Medal

Creamy texture, bursting with nutty sweetness and laced with pea-sized holes. Aged 6-10 months. ",,"Light"
"Zopfli","Swissbakers","500","2.5","Draft","Swissbakers","","1","Item",,"","false","false",,"10","/staticResource/resources/item-no-image.jpg","White, buttery braid",,"Light"
"Cinnamon","Snacks + Sweets","498","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/-zJKT4FAeVRA/Uf2RylUiCMI/AAAAAAAAAQY/KrYgPqx1M34/w110-h97-no/Cinnamon_110x97.png","Cinnamon is the traditional partner to chocolate in Mexico. Taza grind's whole cinnamon sticks together with organic Dominican cacao using Oaxacan stone mills. This simple stone-ground process gives Taza Cinnamon Chocolate Mexicano its intense flavor and distinctive rustic texture. Makes a great Mexican hot chocolate.

50% Dark Chocolate. Ingredients: Organic roasted cacao beans, organic cane sugar, and organic cinnamon. May contain traces of tree nuts and/or peanuts.",,"Light"
"Guajillo Chili","Snacks + Sweets","497","5","Draft","Taza Chocolate","","1","Item",,"","false","false",,"10","https://lh6.googleusercontent.com/-dOl6BPpU9fI/Uf2R5HXX6JI/AAAAAAAAAQw/UaUqf0W4KsA/w110-h97-no/Guajillo_110x97.png","Chilis are often added to chocolate in Mexico for a spicy kick. Taza grinds single-origin Dominican cacao using vintage Oaxacan stone mills to preserve its complex flavor and rustic texture, then blends in organic chilis. The result is a bright, bold chocolate that perfectly balances sweet with heat.

50% Dark Chocolate. Ingredients: Organic cacao beans, organic cane sugar, and organic guajillo chili powder. May contain traces of tree nuts and/or peanuts.",,"Light"
"Two Guys in VT | Chunky Garden Tomatoe","Pantry Staples","10000","5","Published","Two Guys in Vermont","","1","Item",,"","false","false",,"10","http://twoguysinvermont.com/wp-content/uploads/2011/04/soups-2-900x698.png","Vegan-friendly, Gluten-free

Our Chunky Garden Tomato recipe balances traditional tomato flavor with exotic, yet mild, anise, with subtleties of sweet cream, and is a good source of fiber and is rich in Vitamin A and C.
Our recipe has a homemade-like texture that combines simmered tender vine-ripened tomatoes and puréed fennel in a tomato broth. We’ve heard words such as ""delicious,"" ""light"" and ""satisfying"" describe our Chunky Garden Tomato We like to think our recipe pushes traditional soup-aisle norms. Serve hot or chilled.",,"Light"
"Fazenda Coffee | Medium Roast","Drinks","98","11.95","Published","Fazenda Coffee","","1","Item",,"","false","false",,"10","https://lh3.googleusercontent.com/TNv-vYuesnwT7MD1RzSN2JeIflqSL3dIsIOFwowmKhE=w893-h518-no","Good Coffee is our cause.

At Fazenda Coffee Roasters we pride ourselves on offering only the highest quality seasonal beans available. As artisans, we roast only specialty coffee in small batches.

From green coffee selection to creating a roast profile that best fits each coffee, from tracking every batch to tasting them ourselves in daily cuppings, to learning and sharing the art and science of our passion, we apply rigorous criterion and set the highest of standards.",,"Light"
"Swissbakers | Pajazzo | Seeded","Swissbakers","1000","3.75","Published","Swissbakers","","1","Item",,"","false","false",,"10","http://a248.e.akamai.net/origin-cdn.volusion.com/bngnk.svagu/v/vspfiles/photos/Pajazzo-2.jpg?1356185289","Naturally fat-free, the Pajazzo is our answer to the classic French baguette. Crunchy on the outside and soft and chewy on the inside, this bread is a crowd-pleaser.",,"Light"
